memberId	residentialState	branch	annualIncome	yearsEmployment	homeOwnership	incomeVerified	creditScore	dtiRatio	revolvingBalance	revolvingUtilizationRate	numDelinquency2Years	numDerogatoryRec	numInquiries6Mon	lengthCreditHistory	numOpenCreditLines	numTotalCreditLines	numChargeoff1year
78244	MA	Boston	99061.35994	6-9 years	mortgage	0	651	35.39813999	164637.8977	49.534012	0	4	5	4	7	10	0
78251	WY	Cheyenne	91914.14773	6-9 years	rent	0	723	20.52106899	99280.22511	21.50409874	2	0	0	10	15	17	1
78290	NY	New York City	76906.07903	6-9 years	rent	1	761	28.38101568	156921.5856	65.77416408	0	0	0	15	5	9	0
78312	IA	Des Moines	88441.34892	2-5 years	rent	0	615	17.95876295	181474.9757	41.06144391	0	3	5	7	4	7	0
78313	OH	Cleveland	62256.07042	2-5 years	rent	1	589	30.77677625	64317.69216	46.89212341	1	0	0	6	10	13	1
78317	FL	Jacksonville	60085.23939	1 year	own	1	693	31.6590626	133368.2222	49.30235781	1	3	4	13	7	9	1
78318	MS	Jackson	105730.2126	6-9 years	mortgage	1	690	21.68019145	172894.0481	58.48739168	4	0	1	18	16	20	3
78338	MS	Jackson	82972.3378	6-9 years	mortgage	0	703	22.83716503	166267.2409	87.42333571	1	0	4	6	14	14	1
78344	MD	Frederick	67044.02885	10+ years	rent	1	749	19.08492711	142783.0038	63.29784329	0	0	0	11	15	24	0
78393	NH	Nashua	81658.87052	10+ years	own	1	802	25.89173198	123462.7832	46.21247743	0	0	8	20	7	11	0
78404	NC	Raleigh	69959.34201	6-9 years	own	0	834	28.65239602	191204.2223	41.9638234	0	0	0	14	10	12	0
78410	CT	Bridgeport	78348.67376	< 1 year	own	0	618	31.08751739	100277.6972	54.09799213	0	0	2	13	16	16	0
78431	IA	Des Moines	87629.35044	6-9 years	mortgage	1	883	26.70084977	111586.619	42.75239177	0	0	2	2	7	8	0
78434	WA	Tacoma	65700.68821	2-5 years	mortgage	0	680	21.22014667	134179.6492	57.90772032	0	0	5	17	12	19	0
78456	RI	Providence	115958.5435	2-5 years	mortgage	0	713	15.55612667	171605.895	13.09252095	0	0	13	8	9	15	0
78492	NE	Lincoln	74174.94761	6-9 years	rent	0	812	32.7767043	92898.82985	43.95529945	0	7	4	9	12	17	0
78498	IL	Aurora	92806.36833	10+ years	mortgage	0	837	29.57579367	98428.14325	41.07849764	0	0	3	6	16	19	0
78526	OR	Portland	60590.15515	10+ years	mortgage	1	761	34.2864069	161371.3552	66.52602532	0	0	5	21	9	16	0
78539	CA	San Jose	50386.06876	< 1 year	own	1	750	35.13089349	113674.5104	69.89987538	0	0	0	18	7	11	0
78540	RI	Cranston	97992.92922	< 1 year	rent	1	704	24.44646291	169005.3042	37.21661196	1	0	2	28	13	13	1
78553	FL	Tampa	90889.34707	2-5 years	own	0	785	22.18699049	181871.4967	49.35424955	0	0	10	3	8	11	0
78564	SC	Columbia	73350.63605	1 year	mortgage	1	698	27.33061709	129838.0238	36.49837826	0	0	2	23	13	13	0
78622	ME	Portland	47550.14396	2-5 years	rent	0	752	18.34582118	167895.7466	27.56582291	0	0	0	4	13	19	0
78627	NH	Manchester	30797.04067	< 1 year	rent	1	609	22.90571201	111485.9413	28.38089711	0	3	0	10	13	18	0
78628	TX	Dallas	77775.56033	< 1 year	rent	1	657	28.2961389	123363.3793	32.05419498	2	0	2	35	13	21	2
78630	FL	Jacksonville	71785.395	1 year	own	0	750	34.04295085	164687.4908	56.98437204	0	0	0	4	4	5	0
78636	DC	Washington															
78657	PA	Allentown	48430.94637	< 1 year	own	1	794	24.23316149	149257.3316	45.29153802	0	0	0	21	9	16	0
78660	CA	Los Angeles	54894.17077	1 year	own	0	697	37.81742318	103087.2033	41.63428203	0	0	0	15	7	12	0
78672	MO	Saint Louis	68554.01633	< 1 year	rent	1	700	32.52329297	88509.72344	61.67225337	0	0	9	23	14	18	0
78675	LA	New Orleans	60737.43521	1 year	own	0	662	23.71465337	108137.2451	53.94936856	0	0	0	19	10	13	0
78677	FL	Jacksonville	82843.83421	2-5 years	rent	1	858	12.56453629	153726.0149	47.94943153	0	0	7	30	9	16	0
78683	NV	Reno	71964.71124	< 1 year	own	1	722	29.54228378	145509.8455	50.72678243	3	0	0	8	7	13	3
78688	NV	Reno	77985.64578	10+ years	own	1	775	31.9091798	176479.5668	52.00809128	0	0	7	2	15	15	0
78698	CA	Los Angeles	82621.05427	1 year	mortgage	1	792	20.80832797	122216.6556	58.68976043	0	0	3	1	10	20	0
78703	FL	Jacksonville	71126.00561	6-9 years	rent	1	721	23.02819047	147287.1768	63.57183466	3	0	0	2	10	16	2
78706	WA	Spokane	67930.5445	6-9 years	own	1	877	22.60091924	138470.1769	64.7802234	0	0	0	7	3	6	0
78711	NY	Rochester	80719.26711	1 year	rent	0	629	24.71687934	181118.7827	51.82943816	0	0	6	6	17	17	0
78718	ME	Portland	88076.22868	10+ years	rent	1	736	19.84251027	133756.7656	49.50063005	0	0	5	17	10	16	0
78719	DC	Washington															
78721	MI	Detroit	75160.93167	6-9 years	mortgage	1	728	20.42436079	97004.66865	56.24561527	0	0	0	5	14	16	0
78728	NC	Charlotte	94649.76056	6-9 years	mortgage	1	767	29.38286635	101307.0991	55.30684525	0	0	2	27	14	20	0
78732	NE	Omaha	84434.55797	< 1 year	mortgage	1	681	31.6528235	90831.97169	59.68962726	0	0	0	26	10	16	0
78751	DC	Washington															
78753	MO	Kansas City	60184.07843	2-5 years	mortgage	1	646	15.45067697	136287.8864	35.14325476	0	9	4	14	19	20	0
78757	MT	Missoula	84350.49381	1 year	rent	1	543	29.67221356	116797.8163	57.75965017	8	3	10	38	6	10	5
78762	OR	Eugene	76926.96951	< 1 year	own	1	710	14.32622368	173706.1088	50.82389908	0	5	3	12	12	20	0
78775	UT	West Valley City	81096.13362	< 1 year	own	0	643	24.47259127	154034.8586	33.06813207	0	1	6	19	6	10	0
78784	SC	North Charleston	94794.42006	10+ years	mortgage	1	846	29.65164828	84316.85369	64.6796433	0	5	9	3	8	15	0
78791	PA	Allentown	63731.28441	< 1 year	rent	0	721	27.60363374	153951.9807	55.17262755	0	0	5	14	9	10	0
78805	CA	Los Angeles	58118.10398	< 1 year	own	1	716	30.65136981	157519.9715	55.15448846	0	0	0	12	10	17	0
78817	MD	Baltimore	72871.74051	1 year	mortgage	0	646	25.22474122	142237.5295	51.34910894	7	0	0	7	14	14	6
78819	NE	Lincoln	75270.67092	< 1 year	own	0	703	16.80631841	162847.57	66.534448	0	0	10	12	9	15	0
78830	NY	Rochester	91858.2491	1 year	own	1	685	28.85511818	162966.992	64.13990124	0	0	9	8	19	20	0
78839	NM	Las Cruces	82250.41982	10+ years	rent	1	817	21.29315143	148503.4281	63.83157073	0	0	0	16	13	16	0
78843	TN	Knoxville	84589.9213	< 1 year	mortgage	1	839	24.87874742	153012.5157	84.56665345	0	1	0	2	6	7	0
78849	CA	San Jose	79660.69345	10+ years	own	1	741	27.92828428	136987.5403	51.80064406	0	0	3	29	6	11	0
78852	KY	Louisville	62886.14273	10+ years	mortgage	0	668	38.62052628	124480.1788	37.8888247	0	0	0	2	11	14	0
78855	ME	Lewiston	109304.295	10+ years	own	1	797	32.69190796	151756.3738	48.39703807	0	0	7	2	13	16	0
78856	RI	Providence	63861.24759	< 1 year	rent	0	695	20.08123594	116677.1055	54.12730916	0	0	1	10	14	18	0
78862	IL	Chicago	72860.50964	10+ years	mortgage	1	805	37.48576032	127218.7576	84.30237906	0	2	5	1	13	16	0
78864	FL	Tampa	79508.75891	2-5 years	mortgage	1	787	29.90204653	182941.5096	36.46666339	0	1	11	9	12	17	0
78865	FL	Jacksonville	91653.86234	< 1 year	mortgage	0	668	28.41593458	151957.8666	51.40756835	0	0	2	17	5	10	0
78868	NY	Rochester	74403.74515	< 1 year	own	1	608	25.74499362	135534.7922	57.37529482	0	0	0	4	11	13	0
78874	CA	San Diego	61091.0738	2-5 years	own	1	738	27.43384626	160375.6616	48.97861304	0	2	4	4	20	23	0
78881	WA	Spokane	72714.82167	< 1 year	mortgage	1	772	23.3265647	133458.1403	64.69303932	0	0	0	1	14	19	0
78883	WA	Spokane	81065.68768	2-5 years	rent	1	663	24.03328075	92812.7784	44.4121543	0	6	2	14	12	17	0
78889	MO	Kansas City	79801.99375	10+ years	rent	1	544	27.68947137	98098.1981	44.31422393	7	4	0	24	15	16	7
78892	NM	Las Cruces	62387.92693	10+ years	rent	0	667	23.12088854	96101.22532	35.21891757	0	2	9	13	9	17	0
78902	FL	Tampa	73503.42618	1 year	mortgage	1	721	20.51014629	107269.3111	45.87753124	0	0	3	13	8	14	0
78914	CA	San Jose	82378.34036	1 year	own	1	608	33.45991178	117338.7817	53.02879962	0	0	0	17	14	18	0
78936	MS	Jackson	99509.46494	10+ years	rent	0	645	32.81137132	129308.0702	65.93479027	7	0	0	7	17	19	6
78950	VT	South Burlington	114523.9657	2-5 years	own	1	727	19.88468029	149449.4832	52.62845994	0	0	6	41	8	11	0
78962	NM	Las Cruces	64373.23811	10+ years	own	1	828	22.11050239	108994.6513	60.45131252	6	0	0	22	10	13	4
78969	FL	Miami	68722.72802	1 year	mortgage	1	726	15.36098345	106444.5999	22.58330489	0	0	0	17	14	20	0
78973	CA	San Jose	79414.17545	6-9 years	own	1	781	19.22285031	96785.72878	51.92406405	0	0	0	2	12	22	0
78979	OH	Columbus	74142.75962	6-9 years	own	1	641	33.44059796	123912.7084	70.99004731	0	6	0	18	8	14	0
78996	MN	Minneapolis	99463.57375	2-5 years	mortgage	0	698	31.97400627	156612.7194	60.90161049	0	0	10	6	11	13	0
79007	MA	Boston	119582.48	6-9 years	mortgage	0	675	31.34782765	187158.4298	64.77228006	0	3	0	4	6	8	0
79019	GA	Augusta	78126.17135	1 year	mortgage	1	723	22.12468874	98746.53313	67.50933702	0	1	0	19	14	15	0
79053	CA	Los Angeles	80519.12977	10+ years	rent	1	851	18.9607495	101025.91	42.77719558	0	2	4	4	12	17	0
79059	WA	Seattle	66419.19648	2-5 years	own	1	827	20.06813049	80240.73146	55.03476568	0	0	0	10	10	18	0
79063	NJ	Newark	70368.46544	10+ years	mortgage	0	660	24.45542632	109948.8965	40.90328911	0	0	0	22	18	20	0
79093	NM	Albuquerque	88334.42265	1 year	mortgage	1	735	17.67063068	168643.0695	57.57469027	0	0	0	6	13	16	0
79114	WA	Seattle	78769.95451	6-9 years	rent	1	665	39.39200887	155591.4106	51.60000671	0	0	0	2	6	12	0
79116	AR	Little Rock	102981.0528	6-9 years	rent	0	734	22.85126323	159410.0936	57.32924759	0	0	0	17	11	18	0
79123	WA	Spokane	52695.12733	10+ years	mortgage	1	710	26.40470185	83650.13889	45.56121835	0	0	0	15	14	18	0
79126	CA	San Jose	96562.32405	2-5 years	own	1	775	24.13858912	94956.52025	19.86098715	0	0	0	21	7	10	0
79132	CA	San Diego	83794.74843	6-9 years	rent	0	667	28.31276573	97552.25755	36.06123105	0	0	8	24	5	10	0
79152	MN	Minneapolis	78796.26095	< 1 year	rent	0	637	24.7158033	105172.8051	46.66462584	0	0	0	15	5	7	0
79163	TX	Houston	68880.22455	10+ years	mortgage	1	741	29.51294263	130937.48	70.14516735	0	0	0	4	13	20	0
79164	CA	Los Angeles	73347.73823	2-5 years	rent	0	667	15.60483597	121435.5762	38.29289225	0	0	1	26	9	14	0
79170	NC	Raleigh	78103.17111	1 year	rent	1	730	32.03983643	91235.87591	50.885627	0	0	0	17	5	10	0
79171	SC	Columbia	81146.8443	6-9 years	mortgage	1	814	27.40847389	161215.4383	49.19987099	0	1	4	32	10	14	0
79175	MN	Saint Paul	95771.12621	2-5 years	mortgage	1	722	26.42423597	115001.4515	40.52624158	0	2	4	10	20	21	0
79176	LA	Shreveport	61905.95237	6-9 years	mortgage	1	642	20.97301658	163653.9889	45.46063196	1	0	0	6	6	9	1
79178	CA	Los Angeles	104394.9026	10+ years	rent	1	833	21.88649934	154705.4647	41.85931346	7	0	0	5	9	15	7
79198	WV	Charleston	92299.27266	2-5 years	mortgage	0	686	27.14124526	211073.0323	46.36117655	0	1	0	1	14	21	0
79205	TX	Dallas	73504.74588	1 year	rent	0	763	22.37500714	116669.8466	71.5443558	0	0	10	2	17	18	0
79208	RI	Providence	70502.44465	6-9 years	own	1	714	18.39995176	88434.35921	63.11433354	0	0	9	8	5	8	0
79212	NV	Las Vegas	81404.66538	2-5 years	own	0	637	29.81036106	115165.774	55.08055435	0	0	4	20	8	12	0
79213	MN	Saint Paul	90689.47819	6-9 years	mortgage	1	753	19.42557226	137251.2592	48.31754405	0	0	4	14	13	21	0
79222	OR	Portland	70531.41577	10+ years	mortgage	0	546	27.01752571	152770.3245	62.30470419	5	0	0	9	8	12	3
79228	NM	Las Cruces	60318.37392	< 1 year	rent	1	715	27.41353421	136042.8928	67.38091697	0	0	4	4	14	24	0
79230	IN	Fort Wayne	114169.3603	1 year	mortgage	1	714	18.3782364	146054.1878	63.77925799	0	0	1	4	15	20	0
79234	IA	Des Moines	86847.85879	6-9 years	mortgage	1	754	20.10000035	133891.3349	54.15189396	0	0	2	15	14	16	0
79262	KY	Lexington	81793.98506	10+ years	rent	1	608	33.26438134	30377.93113	45.87254406	0	4	1	5	11	15	0
79263	IL	Aurora	96266.85784	1 year	rent	1	751	26.67220116	121779.7935	54.91795074	0	3	6	22	5	9	0
79264	MA	Worcester	66474.89516	< 1 year	mortgage	1	632	27.42705357	96446.26627	42.20986345	0	1	0	15	6	7	0
79273	IN	Fort Wayne	59702.28193	< 1 year	own	0	730	26.11784403	142994.4909	46.17338331	0	0	4	29	13	17	0
79289	MD	Frederick	108200.3529	< 1 year	mortgage	1	710	22.39328264	143978.1355	49.70889983	0	0	0	8	7	8	0
79304	NJ	Newark	77323.21576	2-5 years	mortgage	1	733	28.6364948	69355.78799	74.11227567	0	0	0	38	17	20	0
79310	CA	Los Angeles	54106.6941	< 1 year	rent	1	635	27.77061006	97901.17563	83.69799029	1	0	0	25	12	20	1
79329	CA	San Jose	113883.9244	10+ years	own	1	769	23.02988073	154284.0821	30.36455197	0	10	0	3	20	21	0
79335	CT	Bridgeport	66741.33417	6-9 years	rent	0	539	40.7557026	99095.899	39.56329058	0	4	3	17	11	19	0
79343	AR	Little Rock	70281.01604	2-5 years	rent	0	806	23.77557196	136976.3049	52.39946892	0	0	0	29	14	16	0
79358	ME	Lewiston	63029.63036	10+ years	own	1	864	13.87596199	141059.9244	47.02162533	0	8	2	6	9	17	0
79362	LA	New Orleans	82779.77006	2-5 years	rent	1	791	16.06653996	97333.09231	9.529120257	0	0	9	17	14	15	0
79364	MO	Kansas City	83184.26723	2-5 years	mortgage	1	714	20.01832034	121704.4551	60.16343395	0	0	0	7	11	14	0
79374	SC	North Charleston	59948.21369	1 year	rent	1	741	17.55008834	132162.5273	79.64702991	0	2	0	24	12	22	0
79379	NE	Lincoln	54709.07041	< 1 year	rent	1	597	29.00446155	110608.228	65.62007107	0	0	0	2	12	17	0
79390	WA	Tacoma	100204.1985	< 1 year	own	0	810	19.58636743	152904.2982	60.15948121	0	0	0	3	8	15	0
79402	SC	Charleston	58028.12832	< 1 year	own	1	695	32.17386457	127773.3628	57.99477914	0	0	1	11	12	18	0
79415	DE	Dover	113856.8715	10+ years	own	1	762	28.95445956	164553.8945	52.32199791	0	0	0	5	17	20	0
79417	MS	Jackson	42132.24591	10+ years	own	0	682	19.164599	129754.5155	70.50832085	5	0	8	1	11	11	3
79426	VA	Norfolk	68186.5065	6-9 years	mortgage	1	698	32.26541401	70642.4097	54.84905601	0	0	5	1	14	14	0
79438	NY	New York City	90717.60846	6-9 years	own	0	704	41.44514837	123427.2837	51.33999223	0	0	0	1	11	12	0
79444	NV	Las Vegas	81978.71506	2-5 years	mortgage	1	695	27.99146824	200222.2833	63.13492865	8	0	4	4	12	17	7
79447	KY	Lexington	65971.47912	1 year	rent	1	694	32.94846621	101719.932	47.15625196	3	0	0	1	7	8	2
79448	NJ	Jersey City	74804.87965	2-5 years	rent	0	616	27.98772264	207360.2277	45.15379856	0	0	3	22	16	18	0
79453	GA	Atlanta	58161.17251	< 1 year	own	0	873	21.41442356	133515.6226	50.61781266	0	0	1	3	11	18	0
79471	NY	New York City	61359.14316	2-5 years	rent	1	714	20.98438991	158192.8188	71.97399356	12	0	3	4	9	10	10
79487	MT	Missoula	94420.67234	< 1 year	own	0	700	34.05642563	147274.3298	59.1946081	0	0	3	10	14	16	0
79497	MA	Worcester	60911.78792	< 1 year	rent	1	660	13.96341989	97761.08748	51.42668078	0	0	3	8	13	16	0
79501	MA	Worcester	96432.90633	1 year	mortgage	1	762	26.16995427	147291.9325	59.84376164	0	0	0	2	12	16	0
79521	NY	Rochester	51593.4701	1 year	own	1	726	29.77762693	105958.8491	21.97394312	0	0	13	11	11	19	0
79558	CT	Bridgeport	63830.50539	6-9 years	own	0	617	24.57247212	180464.1334	53.72861675	0	1	4	7	20	22	0
79569	FL	Jacksonville	78056.2234	< 1 year	mortgage	0	733	33.18388425	88846.34851	49.04550064	0	0	0	22	9	12	0
79579	GA	Atlanta	86495.47264	6-9 years	mortgage	1	803	20.15386987	142646.2064	34.13154978	0	6	0	16	14	17	0
79581	IL	Chicago	43191.45645	< 1 year	own	0	757	34.62571889	120944.8853	51.30704617	0	1	0	30	5	7	0
79586	TN	Memphis	81856.63391	2-5 years	own	1	840	21.57247187	122714.9043	35.68350156	0	4	0	12	15	18	0
79594	FL	Miami	79006.18786	2-5 years	mortgage	0	724	28.16788838	212707.5309	69.50607237	0	0	0	1	12	14	0
79599	PA	Pittsburgh	74105.73425	6-9 years	own	1	826	24.50452081	114063.6761	59.38150158	0	0	2	5	5	10	0
79627	IA	Cedar Rapids	70776.80753	1 year	own	0	708	31.48681027	159494.3381	58.50015534	0	0	0	3	17	20	0
79632	ND	Fargo	122764.5738	6-9 years	rent	1	798	28.22951559	142213.0757	56.84413379	0	0	0	11	5	8	0
79643	TN	Knoxville	107972.5926	2-5 years	mortgage	0	799	23.98719665	130830.9149	51.53006634	0	0	1	12	9	10	0
79644	OK	Oklahoma City	88642.96599	2-5 years	rent	0	744	27.46835904	108594.8278	44.07942988	0	0	0	15	9	15	0
79648	CA	San Jose	69365.42239	6-9 years	own	0	749	31.50799365	106588.2098	38.12312131	3	1	3	14	17	21	2
79680	CA	San Jose	77330.44024	1 year	mortgage	1	718	41.2261846	97758.35246	35.0618253	0	0	4	14	15	18	0
79681	TN	Nashville	89873.70277	10+ years	mortgage	1	676	41.42702578	169166.6103	76.92513509	0	0	8	5	17	22	0
79682	DC	Washington															
79690	OH	Cleveland	73598.71331	1 year	mortgage	0	737	28.20232925	75541.7774	56.05569835	0	0	2	2	14	16	0
79709	IL	Aurora	37583.28767	< 1 year	mortgage	0	531	38.86516256	137801.1092	65.11074764	0	0	6	10	10	20	0
79712	NJ	Newark	73955.5722	< 1 year	own	1	673	38.34957527	99831.54168	42.24384324	0	3	1	16	6	9	0
79724	CT	New Haven	81718.9619	1 year	own	1	744	39.08987774	154466.7352	59.46238867	0	3	0	3	12	19	0
79745	NJ	Newark	71039.72496	1 year	own	1	763	15.20363684	168206.8162	60.79147598	0	0	0	10	6	7	0
79775	MD	Frederick	40778.45354	< 1 year	own	1	690	29.44945496	62846.95035	63.73772402	0	0	1	1	11	17	0
79777	NJ	Jersey City	102447.3826	6-9 years	mortgage	0	741	32.02935237	121182.1773	77.90108987	0	0	0	3	13	14	0
79778	NE	Lincoln	62085.17945	< 1 year	mortgage	0	623	29.38927623	155427.1929	85.56801244	4	1	5	2	12	17	3
79780	CA	Los Angeles	53195.62906	2-5 years	mortgage	0	589	19.37691903	137365.7902	74.82576732	2	0	2	26	14	19	1
79783	KY	Louisville	71209.50114	6-9 years	mortgage	0	507	25.40292756	123801.4134	48.82189676	4	0	0	35	8	10	2
79790	SC	Charleston	36501.74913	< 1 year	mortgage	1	712	22.69591077	86377.84701	54.89810505	0	0	3	11	8	13	0
79803	OR	Eugene	123338.3097	10+ years	mortgage	1	807	10.91613407	154489.6775	98.19155445	0	0	4	5	9	17	0
79806	OK	Oklahoma City	35990.88221	1 year	own	0	676	30.05410723	125042.2988	63.06877888	0	3	0	5	15	18	0
79821	IA	Des Moines	59745.29602	1 year	own	1	680	27.50403146	75700.62788	58.18093686	0	0	0	5	19	21	0
79835	RI	Cranston	74479.08315	1 year	own	1	727	20.50582038	129082.2346	56.24351514	0	0	0	6	7	10	0
79837	ME	Lewiston	68073.21912	2-5 years	own	1	775	26.09484006	134225.0633	67.6970167	0	0	0	23	17	19	0
79849	AZ	Tucson	55737.72224	< 1 year	own	0	741	29.7920181	128030.215	48.03993685	0	0	0	5	11	16	0
79851	NH	Nashua	81532.1375	6-9 years	mortgage	1	693	24.11451629	53960.58832	46.54147567	0	0	0	16	15	15	0
79856	DC	Washington															
79860	OH	Columbus	87264.76808	< 1 year	own	1	781	29.18369449	242664.8639	69.32246097	0	0	0	3	15	16	0
79869	NV	Las Vegas	58866.75828	2-5 years	own	1	523	41.56046914	122759.4347	69.5940832	0	4	0	3	12	14	0
79873	WY	Cheyenne	95956.07772	10+ years	mortgage	1	713	31.86741245	59158.32051	54.34448745	7	0	0	15	6	9	5
79880	LA	New Orleans	87957.2082	6-9 years	mortgage	1	635	25.96951584	115707.1112	53.83678907	3	5	0	25	14	16	2
79915	NY	New York City	87292.91648	6-9 years	rent	0	756	25.27019971	158384.3087	64.55895843	8	0	0	26	5	8	5
79930	TX	San Antonio	96836.12388	2-5 years	mortgage	1	716	22.53852489	129406.898	54.80964326	1	0	0	20	8	15	1
79931	WA	Seattle	111833.8878	6-9 years	mortgage	1	746	27.72821794	171980.2592	81.80074407	0	0	0	12	8	8	0
79933	CA	San Diego	87081.92229	2-5 years	own	1	724	26.70595533	157044.6973	60.20200775	0	2	1	4	11	14	0
79934	IN	Fort Wayne	75944.14451	1 year	mortgage	1	747	25.86804924	93656.37759	54.57715192	1	4	7	11	3	4	1
79970	OR	Portland	50347.51759	< 1 year	rent	0	724	17.82911069	120264.5554	51.21172103	0	0	0	7	13	16	0
79972	OK	Tulsa	38099.87641	1 year	own	0	656	26.12035047	90526.76547	53.73923383	0	0	0	24	13	15	0
80000	KS	Wichita	77566.8897	2-5 years	mortgage	1	749	26.67594891	109843.7253	36.20992638	0	2	0	4	15	16	0
80013	FL	Tampa	83739.00162	< 1 year	mortgage	1	706	25.63140382	143129.8125	75.32849444	0	0	0	20	5	6	0
80020	TX	Houston	92971.00341	2-5 years	mortgage	1	875	29.13046597	113267.4776	45.95607471	0	0	9	18	11	12	0
80030	DC	Washington															
80038	OH	Columbus	74827.27384	1 year	mortgage	0	665	35.11970568	103699.115	64.95863822	0	0	0	11	11	19	0
80047	OR	Gresham	81754.82525	< 1 year	own	1	710	23.154405	159610.05	49.64802618	0	0	0	5	12	17	0
80049	OR	Gresham	70475.85691	< 1 year	rent	1	786	28.32266481	58486.51202	60.32168045	0	2	1	7	14	19	0
80055	MO	Saint Louis	60473.58643	2-5 years	mortgage	0	637	22.35100525	99084.02882	51.36131379	0	0	0	9	9	16	0
80060	SC	Charleston	93366.3999	6-9 years	mortgage	1	648	22.29494905	85166.57415	48.68778007	0	0	2	4	22	27	0
80075	LA	New Orleans	87230.87022	2-5 years	own	0	795	28.3872941	131065.6781	41.55113568	0	0	5	3	18	21	0
80077	NY	Buffalo	84700.59164	1 year	mortgage	1	644	22.07397154	99139.34299	31.22855158	0	0	1	10	10	13	0
80095	CA	San Jose	81119.2214	< 1 year	rent	0	677	20.16852658	95303.53541	39.6013648	13	0	2	13	17	19	9
80096	KY	Louisville	83055.19739	2-5 years	own	1	797	19.25753254	134966.7127	69.60227637	0	3	0	36	9	12	0
80101	NY	Rochester	68533.93088	2-5 years	mortgage	1	647	29.94852338	140534.1632	38.43417993	2	0	0	9	11	17	1
80105	ME	Portland	72478.87768	10+ years	mortgage	0	773	23.3525872	205466.2247	73.20702448	0	0	7	1	13	18	0
80121	KS	Wichita	76016.35624	6-9 years	mortgage	1	643	20.86729707	104317.1179	41.64818583	5	0	5	25	5	7	3
80122	DC	Washington															
80123	IN	Fort Wayne	68270.46475	1 year	rent	0	721	24.99683933	59299.36503	44.15269395	0	3	0	13	7	13	0
80156	RI	Warwick	87493.7471	2-5 years	mortgage	0	662	33.21667974	150972.3355	68.06501663	0	0	0	12	13	14	0
80160	NM	Albuquerque	53888.07223	6-9 years	mortgage	0	667	35.46454355	71499.17492	69.5885597	0	4	8	5	11	14	0
80171	AZ	Tucson	83570.26458	6-9 years	mortgage	1	797	25.17913257	116983.2299	67.64873645	0	3	6	14	14	16	0
80193	OK	Oklahoma City	101887.9223	6-9 years	own	0	744	24.68800688	124804.0669	71.01086448	0	0	6	6	13	17	0
80197	KS	Overland Park	95006.95643	6-9 years	mortgage	1	741	22.24220554	122016.9591	45.2398424	0	0	0	17	15	16	0
80202	PA	Allentown	117195.3452	6-9 years	rent	0	766	16.85722161	172921.3069	81.27484127	0	0	0	9	13	16	0
80207	NM	Albuquerque	93482.81117	2-5 years	own	1	725	23.89452933	151729.9778	42.17339267	11	0	0	4	10	11	10
80218	NY	Rochester	111216.424	6-9 years	mortgage	1	823	28.29241962	156671.0409	68.80026523	0	0	3	7	7	13	0
80229	CT	New Haven	66701.79031	< 1 year	own	1	623	37.66271299	136864.3862	66.25045981	0	1	0	29	9	17	0
80233	CA	San Jose	91043.25597	2-5 years	own	1	668	28.33331447	153917.8794	79.70428997	0	1	1	46	20	20	0
80240	MI	Detroit	17179.79604	2-5 years	own	0	610	26.3635571	83453.36103	42.83598163	0	0	3	7	13	14	0
80257	NM	Albuquerque	115198.1723	2-5 years	mortgage	1	807	17.74285214	207795.9251	47.48985035	0	0	0	9	7	11	0
80270	WA	Spokane	56574.87568	< 1 year	mortgage	1	691	29.40199199	104093.9361	33.57761007	0	3	0	1	11	12	0
80276	TX	Dallas	64709.27241	10+ years	own	1	656	36.45892935	199376.0388	50.68284508	3	2	5	2	15	17	3
80294	WA	Seattle	95717.6598	10+ years	mortgage	0	722	19.63484469	125324.9476	61.45255739	0	0	3	12	18	21	0
80317	OH	Columbus	42774.05807	2-5 years	rent	1	793	31.01729972	84073.94913	48.90963083	0	6	0	6	21	22	0
80320	DE	Wilmington	83050.84343	2-5 years	mortgage	1	759	21.6391886	100440.8583	41.28007396	0	0	2	3	10	16	0
80325	PA	Philadelphia	119715.137	6-9 years	mortgage	1	901	24.9019497	171497.5465	52.49382561	0	0	6	8	12	17	0
80333	NJ	Jersey City	106174.3136	2-5 years	own	1	864	27.96155318	185440.9864	55.51163488	0	0	5	1	13	16	0
80337	FL	Tampa	88459.05417	2-5 years	own	0	748	25.08445574	115704.484	65.90490017	4	0	3	1	10	14	3
80358	DC	Washington															
80397	AR	Fort Smith	75137.23009	2-5 years	mortgage	1	654	25.38488864	183687.9888	38.84872073	0	0	0	10	11	14	0
80404	MA	Boston	66726.51634	< 1 year	own	1	666	21.7391448	142384.7841	52.95172007	5	5	0	19	7	10	4
80412	ID	Nampa	112507.2762	10+ years	mortgage	0	648	18.93573847	126828.3226	37.80179854	5	1	1	3	7	14	4
80421	DC	Washington															
80422	WA	Spokane	71420.67643	6-9 years	own	1	691	27.07722867	131977.3972	67.49201964	2	0	0	26	14	15	2
80425	SC	Charleston	81498.98874	6-9 years	mortgage	1	456	36.60168302	82146.58564	41.38964621	12	13	0	1	14	19	11
80435	NM	Las Cruces	80429.42027	< 1 year	mortgage	0	723	32.47338183	201166.1214	65.11254574	0	6	3	19	8	12	0
80439	MS	Jackson	78545.60671	10+ years	own	1	691	24.1637889	101338.4993	36.68252807	2	4	6	25	15	15	1
80448	CA	San Diego	63417.89479	6-9 years	mortgage	0	666	21.96946442	135358.4291	50.29604698	0	0	0	22	3	3	0
